Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,23.535587,23.635349,21.989271,22.030840,12.116430,0
2008-01-03,22.113974,22.317656,21.490459,21.577751,11.869384,0
2008-01-04,21.781433,21.968487,21.137135,21.324188,11.729914,5694095
2008-01-07,21.428108,21.993427,21.415638,21.719082,11.947121,0
2008-01-08,22.113974,22.525494,21.931076,22.051622,12.130053,0
2008-01-09,21.989271,22.018368,21.349131,21.860411,12.024860,0
2008-01-10,21.947702,22.446514,21.823002,22.155542,12.187207,0
2008-01-11,22.005898,22.259460,21.739864,21.798059,11.990572,0
2008-01-14,21.823002,22.238676,21.706612,22.018368,12.111751,0
2008-01-15,21.818844,21.823002,20.991648,21.074783,11.592715,0
2008-01-16,20.659107,20.866945,20.122885,20.700674,11.386926,0
2008-01-17,20.704832,20.950081,19.786186,19.836067,10.911326,0
2008-01-18,20.118729,20.783810,19.495214,19.906733,10.950202,0
2008-01-21,18.709585,19.453646,18.709585,19.204241,10.563773,0
2008-01-22,19.129419,20.156139,18.705429,19.204241,10.563773,0
2008-01-23,18.996403,19.033813,18.065289,18.767780,10.323689,0
2008-01-24,19.744619,20.372292,19.208397,20.206020,11.114830,0
2008-01-28,19.931673,20.472054,19.869322,20.409702,11.226869,0
2008-01-29,20.492838,20.654949,19.711365,19.952457,10.975345,0
2008-01-30,19.786186,19.948301,19.283218,19.948301,10.973069,0
2008-01-31,19.536781,19.715523,19.037970,19.424549,10.684958,0
2008-02-01,19.549252,19.698895,18.597353,19.358042,10.648377,0
2008-02-06,18.397829,18.830132,18.248184,18.830132,10.360126,0
2008-02-07,18.501747,18.788565,18.123482,18.514217,10.186309,0
2008-02-08,18.613979,18.830132,18.372889,18.377045,10.110831,0
2008-02-11,18.572412,19.179300,18.559942,19.121105,10.520210,0
2008-02-12,19.370510,20.197706,19.370510,19.744619,10.863255,0
2008-02-13,19.786186,20.438799,19.786186,20.285000,11.160573,0
2008-02-14,20.492838,20.534405,19.694738,19.790344,10.888421,0
2008-02-15,19.640701,19.952457,19.358042,19.910891,10.954741,0
2008-02-18,20.210176,20.492838,20.160295,20.368134,11.206317,3344189
2008-02-19,20.472054,20.530249,19.960772,20.035593,11.023344,0
2008-02-20,19.765404,20.492838,19.736305,20.447111,11.249757,0
2008-02-21,20.692362,20.783810,20.289154,20.372292,11.208601,0
2008-02-22,20.700674,20.866945,20.318253,20.866945,11.480752,0
2008-02-25,20.966707,21.365757,20.742243,21.299250,11.718594,0
2008-02-26,21.157919,22.197109,20.999962,22.134758,12.178288,13730398
2008-02-27,21.939390,22.695921,21.698298,22.421574,12.336093,0
2008-02-28,22.321812,22.592003,22.030840,22.579531,12.422988,0
2008-02-29,22.321812,22.404947,21.827156,21.947702,12.075367,0
2008-03-03,21.781433,22.592003,21.781433,22.479769,12.368106,0
2008-03-04,22.425732,22.641884,21.806374,22.014212,12.116272,0
2008-03-05,22.238676,22.650196,22.080721,22.625256,12.452583,0
2008-03-06,22.404947,22.554590,21.615164,21.615164,11.896656,0
2008-03-07,21.477989,21.573595,20.908512,21.241055,11.690743,0
2008-03-10,21.199486,21.303406,20.596756,20.858631,11.480259,0
2008-03-11,21.407324,21.976801,21.191174,21.843784,12.022473,0
2008-03-12,21.906136,22.122288,21.369913,21.573595,11.873762,0
2008-03-13,21.236897,21.985113,20.970863,21.735708,11.962992,0
2008-03-14,21.989271,22.030840,20.954237,21.486303,11.825727,0
2008-03-17,20.779654,20.987492,20.289154,20.783810,11.439088,0
2008-03-18,21.116350,21.423950,20.970863,21.386541,11.770810,0
2008-03-19,21.490459,21.669201,19.994024,20.139511,11.084481,0
2008-03-20,20.085474,20.447111,19.890106,20.222647,11.130228,0
2008-03-24,20.305782,20.779654,20.255901,20.326567,11.187423,0
2008-03-25,20.409702,21.261839,20.409702,21.116350,11.622111,0
2008-03-26,21.303406,21.411482,20.492838,20.742243,11.416214,0
2008-03-27,20.866945,20.987492,20.102100,20.326567,11.187423,0
2008-03-28,20.355663,20.430485,19.640701,19.969086,10.990666,0
2008-03-31,19.989868,20.301626,19.673956,20.285000,11.164545,0
2008-04-01,20.451269,20.792124,20.430485,20.700674,11.393330,0
2008-04-02,20.866945,21.573595,20.700674,21.116350,11.624739,0
2008-04-03,21.033216,21.295092,20.833691,21.195330,11.668224,0
2008-04-04,21.303406,21.303406,20.991648,21.178703,11.659068,0
2008-04-07,21.380304,21.847940,21.380304,21.598536,11.890184,0
2008-04-08,21.685827,21.941467,21.386541,21.579830,11.879891,0
2008-04-09,21.511244,21.760649,20.900200,21.137135,11.636183,0
2008-04-10,21.193251,21.611006,20.787968,21.417715,11.790653,0
2008-04-11,21.193251,21.324188,20.856552,21.012432,11.567526,0
2008-04-14,20.825378,20.981256,20.420094,20.582207,11.330692,0
2008-04-15,20.887730,20.956316,20.594677,20.700674,11.395902,0
2008-04-16,21.074783,21.791824,21.012432,21.542419,11.859298,0
2008-04-17,21.536184,22.440281,21.324188,22.290636,12.271202,0
2008-04-18,22.446514,22.789448,22.396633,22.477692,12.374168,0
2008-04-22,22.633570,22.695921,22.259460,22.427811,12.346719,0
2008-04-23,22.415339,22.540043,22.072407,22.134758,12.185389,0
2008-04-24,22.134758,22.695921,22.103582,22.527573,12.401638,5235004
2008-04-25,22.639805,23.070028,22.515102,23.070028,12.700251,0
2008-04-28,23.319435,23.381786,22.833094,22.833094,12.569826,0
2008-04-29,22.758272,22.758272,21.947702,22.165934,12.202545,0
2008-04-30,22.328047,24.098827,22.128523,23.818247,13.112154,0
2008-05-02,25.127626,25.875843,24.659990,25.252329,13.901634,0
2008-05-05,25.283504,25.464325,24.878222,25.127626,13.835557,0
2008-05-06,24.971748,24.971748,24.061417,24.373175,13.420149,0
2008-05-07,24.560228,24.610109,23.631191,24.005301,13.217601,11040003
2008-05-08,24.254705,24.504112,23.755896,23.942949,13.183256,0
2008-05-09,23.631191,23.980360,23.475313,23.818247,13.114591,0
2008-05-12,24.005301,24.223532,23.475313,24.161179,13.303413,0
2008-05-13,24.005301,24.223532,23.475313,24.161179,13.303413,4010974
2008-05-14,23.836952,24.005301,23.537664,23.556370,12.970408,0
2008-05-15,23.749660,23.843187,23.444138,23.780836,13.094003,0
2008-05-16,24.024006,24.223532,23.743425,23.886833,13.152361,0
2008-05-19,23.880598,24.385645,23.693544,24.254705,13.354920,0
2008-05-20,23.836952,24.173651,23.718485,24.067652,13.251915,0
2008-05-21,24.067652,24.067652,23.381786,23.512724,12.946378,0
2008-05-23,23.506489,23.568842,23.244614,23.494019,12.936083,0
2008-05-26,23.512724,23.674837,23.076263,23.194733,12.771294,0
2008-05-27,23.157322,23.724718,22.932856,23.718485,13.059669,0
2008-05-28,23.961655,24.628815,23.637426,24.566463,13.526567,0
2008-05-29,23.961655,24.628815,23.637426,24.566463,13.526567,11763803
2008-05-30,24.105062,24.585169,24.067652,24.504112,13.492242,0
2008-06-02,24.105062,24.585169,24.067652,24.504112,13.492242,9081106
2008-06-03,24.067652,24.317059,23.631191,23.880598,13.151455,9327131
2008-06-04,23.818247,24.036476,23.263319,23.381786,12.876747,5525454
2008-06-05,23.257084,23.419197,22.882975,23.132381,12.739384,6685492
2008-06-06,23.444138,23.818247,23.188498,23.818247,13.117105,4983045
2008-06-09,23.244614,23.375551,22.452749,22.845564,12.581432,0
2008-06-10,22.552511,22.589924,21.960175,22.334282,12.299858,0
2008-06-11,22.421574,22.546276,21.592300,21.710768,11.956480,7143059
2008-06-12,21.947702,22.945326,21.741943,22.446514,12.361665,0
2008-06-13,22.602394,22.633570,22.259460,22.571218,12.430346,0
2008-06-16,22.633570,22.633570,22.140993,22.471457,12.375408,0
2008-06-17,22.752037,23.088736,22.614864,22.745802,12.526500,0
2008-06-18,22.465219,22.758272,22.078642,22.240755,12.248353,7391490
2008-06-19,22.184639,22.321812,21.860411,22.066172,12.152227,0
2008-06-20,21.854176,22.010056,21.199486,21.417715,11.795097,0
2008-06-23,21.642181,21.791824,21.031137,21.230661,11.692083,0
2008-06-24,21.012432,21.305485,20.794203,20.956316,11.540995,0
2008-06-25,21.099724,21.554890,20.987492,21.349131,11.757330,10352769
2008-06-26,20.825378,20.918905,20.438799,20.519855,11.300631,0
2008-06-27,20.588442,20.794203,20.307861,20.401388,11.235384,0
2008-06-30,20.451269,20.575972,20.077162,20.569736,11.354219,0
2008-07-01,20.139511,20.388918,19.734228,19.971163,11.023803,0
2008-07-02,20.388918,20.438799,19.877636,20.014809,11.050498,0
2008-07-03,20.014809,20.638323,19.515999,19.515999,10.775087,0
2008-07-04,19.509764,19.958693,19.422470,19.522232,10.778540,0
2008-07-07,19.890106,20.295391,19.391294,19.646936,10.847392,0
2008-07-08,19.640701,20.270451,19.204241,20.270451,11.191637,0
2008-07-10,19.890106,20.295391,19.703053,20.077162,11.084919,0
2008-07-11,19.890106,20.164454,19.578348,19.890106,10.981647,0
2008-07-14,20.289154,20.301626,19.678110,19.678110,10.864593,0
2008-07-15,19.335178,19.759169,18.817661,19.416235,10.720011,0
2008-07-16,19.416235,20.869024,19.416235,20.756790,11.460150,0
2008-07-17,21.105959,21.386541,20.713144,20.887730,11.532447,12406611
2008-07-18,21.230661,21.723238,20.887730,21.617241,11.935222,0
2008-07-21,21.729473,21.729473,21.374069,21.392776,11.811290,0
2008-07-22,21.074783,21.355366,20.831614,21.261839,11.738995,0
2008-07-23,21.511244,21.573595,21.056078,21.205721,11.708013,12022979
2008-07-24,21.293013,21.317953,20.388918,20.482445,11.308687,0
2008-07-25,20.139511,20.607147,20.014809,20.170689,11.136558,0
2008-07-28,20.451269,20.551031,19.746698,19.896341,10.985084,0
2008-07-29,19.896341,19.896341,19.896341,19.896341,10.985084,0
2008-07-30,19.896341,19.896341,19.896341,19.896341,10.985084,0
2008-07-31,19.896341,19.896341,19.896341,19.896341,10.985084,0
2008-08-01,19.896341,19.896341,19.896341,19.896341,10.985084,0
2008-08-04,19.896341,19.896341,19.896341,19.896341,10.987676,0
2008-08-05,19.896341,19.896341,19.896341,19.896341,10.987676,0
2008-08-06,19.896341,19.896341,19.896341,19.896341,10.987676,0
2008-08-07,19.896341,19.896341,19.896341,19.896341,10.987676,0
2008-08-08,19.896341,19.896341,19.896341,19.896341,10.987676,0
2008-08-11,19.896341,19.896341,19.896341,19.896341,10.987676,0
2008-08-12,19.896341,19.896341,19.896341,19.896341,10.987676,0
2008-08-13,19.896341,19.896341,19.896341,19.896341,10.987676,0
2008-08-14,19.896341,19.896341,19.896341,19.896341,10.987676,0
2008-08-15,19.896341,19.896341,19.896341,19.896341,10.987676,0
2008-08-18,18.830132,19.042128,18.206617,18.281439,10.095857,0
2008-08-19,18.007093,18.331320,17.932270,18.181677,10.040762,0
2008-08-20,18.537081,18.699194,18.381203,18.674253,10.312784,5702034
2008-08-21,18.798956,19.017185,18.337557,18.823896,10.395424,0
2008-08-22,19.017185,19.210476,18.736605,18.936129,10.457401,0
2008-08-25,18.986010,19.079538,18.350025,18.512140,10.223250,0
2008-08-26,18.268969,18.618137,17.994623,18.131796,10.013212,0
2008-08-27,18.331320,18.580727,18.032034,18.549549,10.243922,0
2008-08-28,18.954836,19.067066,18.761545,18.998482,10.491836,5810612
